code,nom,departements,regions,population
200070233,CA Terres de Montaigu,85,52,50547
200070282,CC Lavalette Tude Dronne,16,75,17477
200070290,CC Coeur du Pays Haut,"54,55",44,23280
200070308,CA Mâconnais Beaujolais Agglomération,"01,71","27,84",79589
200070316,"CC Entre Arroux, Loire et Somme",71,27,21615
200070324,CC du Territoire de Lunéville à Baccarat,54,44,40609
200070332,CC des Savoir-Faire,"52,70","27,44",15054
200070340,CC Haute Maurienne Vanoise,73,84,8435
200070365,CC Corbières Salanque Méditerranée,"11,66",76,25195
200070373,CC Loir-Lucé-Bercé,72,52,23207
200070407,CA Agglo Pays d'Issoire,63,84,56681
200070431,CC Saint-Marcellin Vercors Isère Communauté,38,84,45048
200070449,CC Inter-Caux-Vexin,76,28,55948
200070464,CC Coeur de Maurienne Arvan,73,84,14302
200070506,CC Pays de Nexon Monts de Chalus,87,75,13133
200070514,CA du Grand Cognac,16,75,69065
200070530,CC du Grand Autunois Morvan,71,27,35106
200070548,CC Brionnais Sud Bourgogne,71,27,14950
200070555,CC de la Veyle,01,84,23254
200070563,CC Terres Touloises,54,44,44293
200070571,CC Coeur de Berry,18,24,6878
200070589,CC de Seille et Grand Couronné,54,44,18955
200070647,CA Bergeracoise,24,75,61551
200070662,CC Bretagne Porte de Loire Communauté,35,53,32801
200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,35,53,23907
200070688,CC Couesnon Marches de Bretagne,35,53,21947
200070712,CC Thiers Dore et Montagne,63,84,36767
200070720,CC Médoc Atlantique,33,75,28306
200070738,CC Mad et Moselle,"54,57",44,19144
200070746,CA Sarreguemines Confluences,"57,67",44,63122
200070753,CA Riom Limagne et Volcans,63,84,68319
200070761,CC Ambert Livradois Forez,63,84,27596
200070779,CC Brie des Rivières et Châteaux,77,11,40561
200070787,CC du Plateau de Lannemezan,65,76,17673
200070795,CC du Pays de Trie et du Magnoac,65,76,6772
200070803,CC des Coteaux du Val d'Arros,65,76,11143
200070811,CC Pyrénées Vallées des Gaves,65,76,15144
200070829,CC Neste Barousse,65,76,7354
200070845,CC Orne Lorraine Confluences,54,44,52850
200070852,CC Usses et Rhône,"01,74",84,21475
200070894,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,21,27,29589
200070902,CC Auxonne Pontailler Val de Saône,21,27,23448
200070910,CC Tille et Venelle,21,27,4933
200070928,CC Terre de Picardie,80,32,17997
200070936,CC Ponthieu-Marquenterre,80,32,32650
200070944,CC du Vimeu,80,32,22234
200070951,CC du Territoire Nord Picardie,80,32,30818
200070969,CC Avre Luce Noye,80,32,21536
200070977,CC du Grand Roye,80,32,25268
200070985,CC de l'Est de la Somme,"02,80",32,19688
200070993,CA de la Baie de Somme,80,32,47779
200071017,CC des Terres d'Auxois,21,27,15602
200071025,CC Haute-Provence - Pays de Banon,04,93,10059
200071033,CC Jabron-Lure-Vançon-Durance,"04,26","84,93",5393
200071041,CC du Chaourçois et du Val d'Armance,10,44,10293
200071058,CC Les Avant-Monts,34,76,27969
200071066,CA de Saint-Dié-des-Vosges,"54,88",44,72973
200071074,CC Les Portes de l'Ile de France,78,11,23147
200071082,CA Montluçon Communauté,03,84,59380
200071116,CA ECLA  (Espace Communautaire Lons Agglomération),39,27,34210
200071140,CA Moulins Communauté,"03,58","27,84",64246
200071165,CA Les Sables d'Olonne Agglomération,85,52,58531
200071173,CC du Pays Arnay Liernais,21,27,7000
200071181,CC Somme Sud-Ouest,80,32,38045
200071199,CC Plaine Limagne,63,84,21410
200071207,CC de Pouilly-en-Auxois / Bligny-sur-Ouche,21,27,8777
200071215,CC Chavanon Combrailles et Volcans,63,84,12657
200071223,CC Nièvre et Somme,80,32,27719
200071298,CC des Terres du Lauragais,31,76,42195
200071314,CC des Hauts-Tolosans,31,76,35996
200071363,CA Vichy Communauté,03,84,84566
200071371,CC Bresse et Saône,01,84,25700
200071389,CC Saint-Pourçain Sioule Limagne,03,84,33672
200071405,CC Ardèche Rhône Coiron,07,84,23067
200071413,CA Privas Centre Ardèche,07,84,44163
200071454,CA Evreux Portes de Normandie,27,28,112285
200071470,CC Entr'Allier Besbre et Loire,03,84,24322
200071496,CC du Bocage Bourbonnais,03,84,13654
200071504,CC des Collines du Perche Normand,61,28,11894
200071512,CC Commentry Montmarault Néris Communauté,03,84,25346
200071520,CC Domfront Tinchebray Interco,61,28,15782
200071538,CC Terres de Bresse,71,27,22711
200071546,CC Sud Retz Atlantique,44,52,25607
200071553,CC Loire Layon Aubance,49,52,57176
200071579,CC Bresse Louhannaise Intercom',71,27,28331
200071587,CC Loches Sud Touraine,37,24,50822
200071595,"CC Arbois, Poligny, Salins, Coeur du Jura",39,27,21429
200071629,CC Challans-Gois Communauté,85,52,50705
200071645,CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,71,27,8058
200071652,CC du Pays Fertois et du Bocage Carrougien,61,28,4822
200071678,CA Cholet Agglomération,49,52,104711
200071751,CA du Bassin de Bourg-en-Bresse,01,84,135794
200071769,CC Picardie des Châteaux,02,32,16677
200071777,"CC d'Arcis, Mailly, Ramerupt",10,44,11802
200071785,CA Chauny Tergnier La Fère,02,32,54316
200071819,CC du Périgord Nontronnais,24,75,15184
200071827,CA du Grand Angoulême,16,75,142458
200071843,CC du Vexin Normand,27,28,33174
200071850,CC du Pithiverais-Gâtinais,45,24,25581
200071868,CC des Vallées du Haut-Anjou,49,52,36469
200071876,CA Saumur Val de Loire,49,52,98152
200071884,CC Le Grand Charolais,"03,71","27,84",39454
200071892,CA du Saint-Quentinois,02,32,79327
200071900,CC Vendée Grand Littoral,85,52,36360
200071918,CC du Pays de Saint-Fulgent - Les Essarts,85,52,29052
200071926,CC du Limouxin,11,76,27873
200071934,CC du Pays de Fontenay-Vendée,85,52,35727
200071942,CC Haut Limousin en Marche,87,75,22394
200071967,CC Pays d'Evian Vallée d'Abondance,74,84,42979
200071983,CC Thiérache Sambre et Oise,02,32,16396
200071991,CC Retz en Valois,02,32,28939
200072007,CC Montagne d'Ardèche,07,84,4819
200072015,CA Annonay Rhône Agglo,07,84,50326
200072023,CC Coeur de Charente,16,75,22006
200072031,CA de la Région de Château-Thierry,02,32,54077
200072049,CC de Charente Limousine,16,75,35187
200072056,CC Porte du Jura,39,27,10520
200072064,CC Val-de-Cher-Controis,41,24,46974
200072072,CA Territoires Vendômois,41,24,52136
200072080,CC du Pays de Saint-Eloy,63,84,15464
200072098,CC Combrailles Sioule et Morge,63,84,19861
200072106,CC Adour Madiran,"64,65","75,76",23958
200072130,CA du Pays de Meaux,77,11,110552
200072304,CC Vallée de l'Ubaye - Serre-Ponçon,04,93,7620
200072312,CA Seine Normandie Agglomération,27,28,82981
200072320,CC Val de Gers,32,76,9783
200072346,CA du Pays de Fontainebleau,77,11,69205
200072452,CA Fougères Agglomération,35,53,56226
200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,32,275736
200072478,CC Pays d'Opale,62,32,25182
200072544,CC des Deux Morin,77,11,26471
200072635,CC Pyrénées Haut Garonnaises,31,76,15379
200072643,CC Coeur et Coteaux du Comminges,31,76,44243
200072650,CC Touraine Vallée de l'Indre,37,24,54651
200072668,CC Touraine Val de Vienne,37,24,24681
200072676,CC Maine Saosnois,"61,72","28,52",27476
200072684,CC Le Gesnois Bilurien,72,52,30265
200072692,CC des Vallées de la Braye et de l'Anille,72,52,14775
200072700,CC Haute Sarthe Alpes Mancelles,72,52,22528
200072718,CC de la Champagne Conlinoise et du Pays de Sillé,72,52,17914
200072726,CC Châteaubriant-Derval,44,52,44697
200072734,CC Estuaire et Sillon,44,52,41096
200072825,CC Mirebellois et Fontenois,21,27,12549
200072874,CC Val Briard,77,11,29261
200072882,CC de Vie et Boulogne,85,52,46344
200072981,CC Touraine Ouest Val de Loire,37,24,33284
200072999,CC du Grand Langres,52,44,20701
200073013,CC Carnelle Pays-de-France,95,11,33539
200073096,CA Arche Agglo,"07,26",84,59079
200073104,CC de l'Ile-Rousse - Balagne,2B,94,10982
200073112,CC Sud Sarthe,72,52,22583
200073120,CC Nebbiu - Conca d'Oro,2B,94,7783
200073138,CC Pasquale Paoli,2B,94,6117
200073146,CC Cagire Garonne Salat,31,76,17807
200073161,CC Touraine-Est Vallées,37,24,41162
200073237,CC de Gâtine-Racan,37,24,22444
200073245,CC du Bassin d'Aubenas,07,84,40748
200073252,CC de la Castagniccia-Casinca,2B,94,13304
200073260,CC Sud Vendée Littoral,85,52,55649
200073344,CA Rambouillet Territoires,78,11,79818
200073393,CC des Rives du Haut Allier,43,84,16416
200073401,CC Mézenc-Loire-Meygal,43,84,11429
200073419,CA du Puy-en-Velay,43,84,82819
200073427,CC Marches du Velay-Rochebaron,43,84,31339
200077014,CA Vienne Condrieu,"38,69",84,94864
200083392,CA Laval Agglomération,53,52,114872
200084952,CU Le Havre Seine Métropole,76,28,266929
200085728,CC Brioude Sud Auvergne,43,84,16706
200085751,CC Entre Bièvre et Rhône,38,84,69968
200089456,CA Seine-Eure,27,28,102892
200090504,CA Coulommiers Pays de Brie,77,11,95640
200090561,CC Vierzon-Sologne-Berry,18,24,38153
200090579,CC Terre d'Émeraude Communauté,39,27,24295
200090751,CA Grand Calais Terres et Mers,62,32,98913
200093201,Métropole Européenne de Lille,59,32,1194040
200096634,CC des Hautes Vosges,88,44,20854
200096642,CC Gérardmer Hautes Vosges,88,44,13990
200096675,CC Baud Communauté,56,53,16419
200096683,CC Centre Morbihan Communauté,56,53,27003
200096956,CA Agglomération d'Agen,47,75,101727
240100610,CC de la Côtière à Montluel,01,84,25504
240100750,CA du Pays de Gex,01,84,104770
240100800,CC de Miribel et du Plateau,01,84,25161
240100883,CC de la Plaine de l'Ain,01,84,82840
240100891,CC Terre Valserhône (CCTV),01,84,21657
240200444,CC de la Thiérache du Centre,02,32,25752
240200469,CC du Pays de la Serre,02,32,14372
240200477,CA GrandSoissons Agglomération,02,32,52447
240200493,CC du Pays du Vermandois,02,32,30859
240200501,CC du Val de l'Aisne,02,32,20284
240200519,CC du Canton d'Oulchy-le-Château,02,32,5536
240200576,CC de la Champagne Picarde,02,32,20858
240200584,CC du Canton de Charly-sur-Marne,02,32,15339
240200592,CC du Chemin des Dames,02,32,5501
240200600,CC des Trois Rivières,02,32,20540
240200634,CC des Portes de la Thiérache,02,32,6651
240300491,CC du Pays de Lapalisse,03,84,8460
240300558,CC du Pays de Tronçais,03,84,7431
240300566,CC du Val de Cher,03,84,5461
240300657,CC du Pays d'Huriel,03,84,7332
240400440,CC Pays Forcalquier et Montagne de Lure,04,93,9996
240500439,CC du Briançonnais,05,93,18947
240500462,CC du Pays des Ecrins,05,93,6582
240600551,CA de la Riviera Française,06,93,72316
240600585,CA de Sophia Antipolis,06,93,183991
240600593,CC du Pays des Paillons,06,93,21426
240700302,CC du Pays Beaume-Drobie,07,84,9170
240700617,CC Val de Ligne,07,84,6048
240700716,CC du Val d'Ay,07,84,5879
240700815,CC Berg et Coiron,07,84,7981
240700864,CC du Rhône aux Gorges de l'Ardèche,07,84,19145
240800821,"CC Ardenne, Rives de Meuse",08,44,25753
240800847,CC des Portes du Luxembourg,08,44,19472
240800862,CC des Crêtes Préardennaises,08,44,21654
240800920,CC de l'Argonne Ardennaise,08,44,16486
240900431,CC du Pays de Tarascon,09,76,8581
240900464,CC du Pays d'Olmes,09,76,14774
241000223,"CC Forêts, Lacs, Terres en Champagne",10,44,6811
241000405,CC de la Région de Bar sur Aube,10,44,10543
241000447,CC du Pays d'Othe,10,44,7548
241000488,CC de l'Orvin et de l'Ardusson,10,44,8459
241100593,CA Le Grand Narbonne,11,76,133006
241200187,CA Rodez Agglomération,12,76,56303
241200542,CC du Réquistanais,12,76,5187
241200567,CC de Millau Grands Causses,"12,48",76,29374
241200625,CC du Pays Rignacois,12,76,5579
241200641,CC Conques-Marcillac,12,76,12143
241200658,CC du Pays de Salars,12,76,8004
241200674,CC du Plateau de Montbazens,12,76,6206
241200765,CC de Lévézou Pareloup,12,76,5332
241200807,CC Aveyron Bas Ségala Viaur,12,76,5573
241200906,CC Larzac et Vallées,12,76,6730
241200914,CC de la Muse et des Raspes du Tarn,12,76,5413
241300375,CC Vallée des Baux-Alpilles (CC VBA),13,93,27706
241300417,CA d'Arles-Crau-Camargue-Montagnette,13,93,84680
241400415,CC Coeur Côte Fleurie,14,28,20687
241400514,CC du Pays de Falaise,14,28,27374
241400555,CC de Bayeux Intercom,14,28,29939
241400860,CC Coeur de Nacre,14,28,24161
241400878,CC Terre d'Auge,14,28,19801
241500230,CA du Bassin d'Aurillac,15,84,54226
241500255,CC du Pays Gentiane,15,84,6495
241500271,CC du Pays de Mauriac,15,84,6552
241501055,CC Sumène - Artense,15,84,8201
241501089,CC Cère et Goul en Carladès,15,84,4997
241501139,CC du Pays de Salers,15,84,8416
241600303,CC du Rouillacais,16,75,9812
241700434,CA de La Rochelle,17,75,181057
241700459,CC de l'Ile de Ré,17,75,17891
241700517,CC Coeur de Saintonge,17,75,17765
241700624,CC de l'Ile d'Oléron,17,75,22518
241700632,CC de Gémozac et de la Saintonge Viticole,17,75,14806
241700640,CA Royan Atlantique,17,75,86221
241700699,CC du Bassin de Marennes,17,75,15522
241800374,CC la Septaine,18,24,10794
241800424,CC le Dunois,18,24,7132
241800432,CC les Trois Provinces,18,24,5025
241800457,CC FerCher,18,24,11296
241800507,CA Bourges Plus,18,24,102172
241900133,CC de Ventadour - Egletons - Monédières,19,75,10212
241927201,CA Tulle Agglo,19,75,43550
241927243,CC du Pays d'Uzerche,19,75,10599
242000354,CA de Bastia,2B,94,61920
242000495,CC de l'Alta Rocca,2A,94,8795
242000503,CC Celavu-Prunelli,2A,94,9246
242010056,CA du Pays Ajaccien,2A,94,92766
242010130,CC du Sartenais Valinco Taravo,2A,94,12351
242020071,CC du Centre Corse,2B,94,10014
242020105,CC de Calvi Balagne,2B,94,12638
242100154,CC des Vallées de la Tille et de l'Ignon,21,27,13659
242100410,Dijon Métropole,21,27,258630
242101434,CC du Pays Châtillonnais,21,27,19533
242101442,CC de Saulieu-Morvan,21,27,5227
242101459,CC du Pays d'Alésia et de la Seine,21,27,7352
242101491,CC du Montbardois,21,27,10144
242101509,CC Rives de Saône,21,27,20587
242200715,CC du Kreiz-Breizh (CCKB),22,53,18400
242300135,CC du Pays Sostranien,23,75,10203
242320000,CC de Bénévent Grand Bourg,23,75,6785
242320109,CC du Pays Dunois,23,75,6979
242400752,CC Périgord-Limousin,24,75,14078
242400935,CC du Pays de Saint Aulaye,24,75,6688
242401024,CC Isle-Loue-Auvézère en Périgord,24,75,13805
242500320,CC Entre Doubs et Loue,25,27,8255
242500338,CC du Grand Pontarlier,25,27,28580
242500361,CU Grand Besançon Métropole,25,27,198387
242504116,CC du Val de Morteau,25,27,21035
242504181,CC des Portes du Haut-Doubs,25,27,26872
242504355,CC du Plateau de Russey,25,27,7007
242504371,CC du Pays de Sancey-Belleherbe,25,27,5520
242504447,CC du Doubs Baumois,25,27,16135
242504488,CC Altitude 800,25,27,6675
242504496,CC du Plateau de Frasne et du Val de Drugeon,25,27,6356
242600252,CC du Val de Drôme en Biovallée,26,84,31033
242600492,CC Dieulefit-Bourdeaux,26,84,9592
242600534,CC du Diois,26,84,12081
242700276,CC du Pays de Conches,27,28,18141
242700607,CC du Pays du Neubourg,27,28,22537
242852465,CC du Bonnevalais,28,24,12203
242900074,CC du Pays d'Iroise,29,53,50017
242900314,Brest Métropole,29,53,213403
242900553,CC du Pays des Abers,29,53,42029
242900561,CC de Haute Cornouaille,29,53,14917
242900629,CC Cap Sizun - Pointe du Raz,29,53,15313
242900645,CC Douarnenez Communauté,29,53,18412
242900660,CC du Pays Fouesnantais,29,53,29273
242900694,CA Quimperlé Communauté,29,53,56977
242900702,CC du Pays Bigouden Sud,29,53,38259
242900710,CC du Haut Pays Bigouden,29,53,18622
242900744,CC Poher Communauté,"22,29",53,15416
242900751,CC du Pays de Landivisiau,29,53,33667
242900769,CA Concarneau Cornouaille Agglomération,29,53,52012
242900793,CC Communauté Lesneven Côte des Légendes,29,53,27619
242900801,CA du Pays de Landerneau-Daoulas,29,53,49868
242900835,CA Morlaix Communauté,29,53,65507
243000270,CC du Pays Viganais,30,76,10025
243000296,CC du Pays de Sommières,30,76,24802
243000569,"CC Rhony, Vistre, Vidourle",30,76,28710
243000585,CC Beaucaire Terre d'Argence,30,76,31587
243000593,CC de Petite Camargue,30,76,28263
243000643,CA de Nîmes Métropole,30,76,261624
243000650,CC Terre de Camargue,30,76,20871
243000684,CC du Pont du Gard,30,76,23624
243100518,Toulouse Métropole,31,76,832348
243100567,CC Aux sources du Canal du Midi,"11,31,81",76,21764
243100633,CA du Sicoval,31,76,83758
243100732,CC des Coteaux du Girou,31,76,23257
243100773,CC Val'Aïgo,31,76,18513
243100781,CC Le Grand Ouest Toulousain,31,76,49059
243100815,CC des Coteaux Bellevue,31,76,21371
243200391,CC de la Lomagne Gersoise,32,76,19309
243200409,CC du Bas Armagnac,32,76,8714
243200417,CC de la Tenarèze,32,76,14327
243200425,CC Coeur d'Astarac en Gascogne,32,76,7720
243200458,CC du Grand Armagnac,32,76,13441
243200508,CC Bastides et Vallons du Gers,32,76,6969
243200599,CC du Saves,32,76,9849
243200607,CC Artagnan de Fezensac,32,76,6953
243300316,Bordeaux Métropole,33,75,843738
243300563,CA Bassin d'Arcachon Sud (COBAS),33,75,69892
243300811,CC de l'Estuaire,33,75,16099
243301165,CC Jalle-Eau-Bourde,33,75,32295
243301181,CC Latitude Nord Gironde,33,75,21630
243301215,CC du Créonnais,33,75,18263
243301223,CC du Grand Cubzaguais,33,75,37566
243301249,CC Les Rives de la Laurence,33,75,28873
243301264,CC de Montesquieu,33,75,47276
243301355,CC les Coteaux Bordelais,33,75,22075
243301371,CC du Pays Foyen,"24,33",75,16540
243301389,CC Médullienne,33,75,22484
243301397,CC du Fronsadais,33,75,17712
243301405,CC du Val de l'Eyre,33,75,22418
243301439,CC des Portes de l'Entre-Deux-Mers,33,75,22414
243301447,CC Médoc Estuaire,33,75,30654
243301454,CC Castillon/Pujols,"24,33",75,19047
243301504,CA du Bassin d'Arcachon Nord (COBAN),33,75,72703
243400017,Montpellier Méditerranée Métropole,34,76,516657
243400355,CC du Clermontais,34,76,28964
243400470,CA du Pays de l'Or,34,76,45624
243400488,CC la Domitienne,34,76,29221
243400520,CA Lunel Agglo,34,76,51919
243400694,CC Vallée de l'Hérault,34,76,41749
243400736,CC des Cévennes Gangeoises et Suménoises,"30,34",76,12727
243400769,CA de Béziers-Méditerranée,34,76,131383
243400819,CA Hérault-Méditerranée,34,76,82000
243500139,Rennes Métropole,35,53,473973
243500550,CC Montfort Communauté,35,53,26422
243500618,CC Brocéliande Communauté,35,53,18987
243500634,CC Roche aux Fées Communauté,35,53,27025
243500659,CC Pays de Châteaugiron Communauté,35,53,27986
243500667,CC Val d'Ille-Aubigné,35,53,38971
243500725,CC Côte d'Emeraude,"22,35",53,28799
243500733,CC Bretagne Romantique,35,53,36515
243500741,CA Redon Agglomération,"35,44,56","52,53",67121
243500774,CC Liffré-Cormier Communauté,35,53,28241
243500782,CA du Pays de Saint Malo Agglomération,35,53,86484
243600202,CC Chabris - Pays de Bazelle,36,24,6185
243600236,CC du Pays d'Issoudun,"18,36",24,18778
243600293,CC Levroux Boischaut Champagne,36,24,6162
243600301,CC Val de l'Indre - Brenne,36,24,13242
243600319,CC Brenne - Val de Creuse,36,24,17565
243600327,CA Châteauroux Métropole,36,24,72566
243600343,CC Coeur de Brenne,36,24,4659
243600350,CC de la Châtre et Sainte-Sévère,36,24,16134
243700499,CC du Castelrenaudais,37,24,16011
243700754,Tours Métropole Val de Loire,37,24,299019
243700820,CC Autour de Chenonceaux Bléré-Val de Cher,37,24,21948
243800604,CA Porte de l'Isère (CAPI),38,84,111450
243800745,CC de l'Oisans,38,84,10172
243800935,CC Lyon-Saint-Exupéry en Dauphiné,38,84,29944
243800984,CA du Pays Voironnais,38,84,96688
243801024,CC du Massif du Vercors,38,84,11997
243801073,CC de Bièvre Est,38,84,23032
243801255,CC Collines Isère Nord Communauté,38,84,25455
243900354,CC de la Station des Rousses-Haut Jura,39,27,7300
243900420,CC du Val d'Amour,39,27,9054
243900479,CC Haut-Jura Arcade Communauté,39,27,9097
243900560,CC Jura Nord,39,27,11804
243900610,CC la Grandvallière,39,27,5406
243901089,CC de la Plaine Jurassienne,39,27,9077
244000543,CC de Mimizan,40,75,12927
244000659,CC du Seignanx,40,75,29658
244000675,CA du Grand Dax,40,75,58036
244000691,CC du Pays Morcenais,40,75,9434
244000766,CC du Pays Tarusate,40,75,18074
244000774,CC du Pays de Villeneuve en Armagnac Landais,40,75,6249
244000808,CA Mont de Marsan Agglomération,40,75,56042
244000824,CC du Pays Grenadois,40,75,7713
244000857,CC Côte Landes Nature,40,75,12672
244000865,CC Maremne Adour Côte Sud,40,75,71315
244000873,CC des Grands Lacs,40,75,32874
244000881,CC Coteaux et Vallées des Luys,40,75,7647
244100293,CC des Collines du Perche,41,24,5885
244100780,CC de la Sologne des Etangs,41,24,8651
244100798,CC du Grand Chambord,41,24,20640
244100806,CC de la Sologne des Rivières,41,24,10404
244200614,CC des Vals d'Aix et Isable,42,84,5943
244200622,CC des Monts du Pilat,42,84,15463
244200630,CC du Pays Entre Loire et Rhône,42,84,14105
244200770,Saint-Étienne Métropole,42,84,407700
244200820,CC du Pays d'Urfé,42,84,5104
244200895,CC du Pilat Rhodanien,42,84,16953
244300307,CC Haut Pays du Velay,43,84,8025
244301016,CC des Sucs,43,84,18332
244301099,CC Auzon Communauté,43,84,9348
244301107,CC du Haut Lignon,43,84,8151
244301123,CC des Pays de Cayres et de Pradelles,43,84,5148
244301131,CC Loire et Semène,43,84,20448
244400404,Nantes Métropole,44,52,683981
244400438,CC Grand Lieu Communauté,44,52,42037
244400453,CC du Pays de Blain,44,52,16858
244400503,CC d'Erdre et Gesvres,44,52,68096
244400537,CC de Nozay,44,52,16406
244400552,CC du Pays d'Ancenis,"44,49",52,69666
244400586,CC du Sud Estuaire,44,52,31126
244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),"44,56","52,53",77687
244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),44,52,131317
244500203,CA Montargoise et Rives du Loing (AME),45,24,62989
244500211,CC Giennoises,45,24,24145
244500419,CC des Quatre Vallées,45,24,17270
244500427,CC des Loges,45,24,43246
244500468,Orléans Métropole,45,24,293673
244500484,CC de la Forêt,45,24,17601
244500542,CC de la Plaine du Nord Loiret,45,24,6719
244600433,CC de la Vallée du Lot et du Vignoble,46,76,14516
244600482,CC Quercy - Bouriane,46,76,10247
244600532,CC du Pays de Lalbenque-Limogne,46,76,8886
244600573,CC du Causse de Labastide Murat,46,76,3915
244700449,CC du Pays de Duras,47,75,5730
244700464,CC du Pays de Lauzun,47,75,10362
244701355,CC des Coteaux et Landes de Gascogne,47,75,12590
244701405,CC Lot et Tolzac,47,75,7426
244800405,CC Coeur de Lozère,48,76,15635
244800470,CC du Gévaudan,48,76,9658
244900015,CU Angers Loire Métropole,49,52,308806
244900809,CC Anjou Bleu Communauté,49,52,34526
244900882,CC Baugeois Vallée,49,52,34608
245100615,CC de la Grande Vallée de la Marne,51,44,14171
245100888,CC de la Brie Champenoise,51,44,7533
245100979,CC du Sud Marnais,51,44,5834
245200597,CC des Trois Forêts,52,44,7295
245300223,CC du Pays de Meslay-Grez,53,52,13832
245300355,CC de l'Ernée,53,52,20342
245300389,CC du Bocage Mayennais,53,52,18256
245300447,CC du Pays de Château-Gontier,53,52,29934
245400171,CC Moselle et Madon,54,44,28192
245400189,CC des Pays du Sel et du Vermois,54,44,28698
245400262,CA Grand Longwy Agglomération,54,44,63645
245400510,CC du Pays de Colombey et du Sud Toulois,"54,88",44,11235
245400601,CC du Bassin de Pompey,54,44,39626
245400676,Métropole du Grand Nancy,54,44,258208
245400759,CC du Pays du Sanon,54,44,5795
245500327,CC du Sammiellois,55,44,8219
245501176,CC du Territoire de Fresnes-en-Woëvre,55,44,4801
245501184,CC du Pays de Revigny-sur-Ornain,55,44,6821
245501242,CC du Pays d'Étain,55,44,7443
245501259,CC du Pays de Montmédy,55,44,6860
245600440,CC Blavet Bellevue Océan,56,53,18567
245600465,CC de Belle Ile en Mer,56,53,5594
245614383,CC Questembert Communauté,56,53,24396
245614417,CC Roi Morvan Communauté,56,53,25059
245614433,CC Pontivy Communauté,"22,56",53,46032
245700133,CC du District Urbain de Faulquemont (DUF),57,44,24038
245700372,CA de Forbach Porte de France,57,44,75399
245700398,CC de Freyming-Merlebach,57,44,31361
245700695,CC de Cattenom et Environs,57,44,27687
245700950,CC du Pays de Phalsbourg,57,44,17096
245701164,CC du Warndt,57,44,17369
245701206,CC du Saulnois,57,44,28102
245701222,CA du Val de Fensch,57,44,70898
245701271,CC du Pays Orne Moselle,57,44,52783
245701354,CC de l'Arc Mosellan,57,44,35812
245701362,CA Portes de France-Thionville,57,44,84449
245701404,CC du Pays Haut Val d'Alzette,"54,57",44,29465
245801063,CC Loire et Allier,58,27,4978
245804406,CA de Nevers,58,27,67408
245804497,CC du Nivernais Bourbonnais,58,27,5176
245900428,CU de Dunkerque,59,32,192635
245900758,CC Flandre Lys,"59,62",32,40142
245901038,CC du Pays Solesmois,59,32,14568
245901152,CA Coeur d'Ostrevent,59,32,70247
245901160,CA Valenciennes Métropole,59,32,191885
246000129,CC du Liancourtois,60,32,23878
246000376,CC du Clermontois,60,32,37784
246000566,CC du Plateau Picard,60,32,29684
246000582,CC des Sablons,60,32,38502
246000707,CC du Vexin-Thelle,60,32,20561
246000749,CC des Lisières de l'Oise,60,32,15940
246000756,CC du Pays Noyonnais,60,32,31879
246000764,CC de l'Aire Cantilienne,60,32,44820
246000772,CC des Deux Vallées,60,32,22569
246000848,CC de la Picardie Verte,60,32,32134
246000855,CC du Pays des Sources,60,32,22141
246000871,CC du Pays de Valois,60,32,55394
246000897,CC de la Plaine d'Estrées,60,32,18167
246000913,CC du Pays de Bray,60,32,18144
246000921,CC des Pays d'Oise et d'Halatte,60,32,34438
246100390,CC du Val d'Orne,61,28,5618
246100663,CU d'Alençon,"61,72","28,52",55405
246200299,CA d'Hénin-Carvin,62,32,126133
246200364,CA de Lens - Liévin,62,32,242591
246200380,CC de la Terre des Deux Caps,62,32,22375
246200729,CA du Boulonnais,62,32,112463
246200844,CC de la Région d'Audruicq,62,32,28187
246201016,CC du Pays de Lumbres,62,32,24135
246300701,Clermont Auvergne Métropole,63,84,296677
246300966,CC du Massif du Sancy,"15,63",84,9576
246301097,CC Entre Dore et Allier,63,84,19687
246400337,CC de la Vallée d'Ossau,64,75,9728
246401756,CC Pays de Nay,"64,65","75,76",28877
246500482,CC de la Haute-Bigorre,65,76,16510
246500573,CC Aure Louron,65,76,6961
246600282,CC Sud-Roussillon,66,76,25386
246600373,CC du Vallespir,66,76,20490
246600399,CC Pyrénées Cerdagne,66,76,8709
246600415,CC Roussillon-Conflent,66,76,17036
246600423,CC Agly Fenouillèdes,66,76,6284
246600449,CC des Aspres,66,76,22955
246600464,CC Pyrénées Catalanes,66,76,5951
246600548,CC du Haut Vallespir,66,76,9814
246700306,CC de la Vallée de la Bruche,67,44,20517
246700488,Eurométropole de Strasbourg,67,44,517386
246700744,CC des Portes de Rosheim,67,44,18395
246700777,CC de la Vallée de Villé,67,44,10771
246700843,CC de la Basse-Zorn,67,44,17802
246700926,CC du Pays de Wissembourg,67,44,15749
246700959,CC du Pays de la Zorn,67,44,16195
246700967,CC de Sélestat,67,44,37404
246701064,CC de la Région de Molsheim-Mutzig,67,44,40929
246701080,CC du Pays de Sainte-Odile,67,44,19552
246701098,CC du Pays de Niederbronn-les-Bains,67,44,23291
